CodeAdmin;DRE;IEPP;NOM_ETABLISSEMENT;Village;Latitude;Longitude;Privé
60406P080P;DRE SAVANES;IEPP CINKASSE;EPP KORONZOAGA 2;KODINZOAGA;11,13029;-0,11377;0
60406P135P;DRE SAVANES;IEPP CINKASSE;EPP KORONZOAGA 1;GANGAI;11,128418;-0,097164;0
60406P151P;DRE SAVANES;IEPP CINKASSE;EPP BOADE G/B;ZINTANGO;11,12462833;-0,079526667;0
60407J058P;DRE SAVANES;IEPP CINKASSE;JEP BOADE;BOADECENTRE;11,12080333;-0,067;1
60406P061P;DRE SAVANES;IEPP CINKASSE;EPP BOADE G/A;BOADECENTRE;11,120767;-0,06702;0
60406P102P;DRE SAVANES;IEPP CINKASSE;EPP WOURI WOURI;HORIWOURI;11,117376;-0,034466;0
60406P142P;DRE SAVANES;IEPP CINKASSE;EPP GOULOUNGOUSSI G/B;KOKNOGO;11,114711;-0,104561;0
60406P077P;DRE SAVANES;IEPP CINKASSE;EPP GOULOUNGOUSSI G/A;KOKNOGO;11,11452667;-0,104405;0
60406P104P;DRE SAVANES;IEPP CINKASSE;EPP ZOUMBEKO;ZOUMBEKO;11,114157;-0,129094;0
60406P076P;DRE SAVANES;IEPP CINKASSE;EPP GNOAGA;WANRE;11,108788;-0,099148;0
60406P079P;DRE SAVANES;IEPP CINKASSE;EPP KOMOLOGO;VILLEDECINKASSE;11,108605;-0,003445;0
60406P078P;DRE SAVANES;IEPP CINKASSE;EPP KASSOU;KOSSOU;11,108049;-0,046819;0
60406P143P;DRE SAVANES;IEPP CINKASSE;EPP CINKASSE PEULH G/C;SILMISSI;11,10505333;0,027248333;0
60406P066P;DRE SAVANES;IEPP CINKASSE;EPP CINKASSE PEULH G/A;SILMISSI;11,105006;0,027773;0
60406P067P;DRE SAVANES;IEPP CINKASSE;EPP CINKASSE PEULH G/B;SILMISSI;11,104726;0,027052;0
60406P131C;DRE SAVANES;IEPP CINKASSE;EPIS NOUROUL ISLAM;VILLEDECINKASSE;11,104192;0,018589;1
60406P133L;DRE SAVANES;IEPP CINKASSE;EPL LA RELEVE;VILLEDECINKASSE;11,102367;0,007591;1
60406P128C;DRE SAVANES;IEPP CINKASSE;EPI DAROUL HOUDA;VILLEDECINKASSE;11,101756;0,009334;1
60406P065P;DRE SAVANES;IEPP CINKASSE;EPP CINKASSE CENTRALE G/C;VILLEDECINKASSE;11,101415;0,016379;0
60406P064P;DRE SAVANES;IEPP CINKASSE;EPP CINKASSE CENTRALE G/B;VILLEDECINKASSE;11,101248;0,016445;0
60406P063P;DRE SAVANES;IEPP CINKASSE;EPP CINKASSE CENTRALE G/A;VILLEDECINKASSE;11,101058;0,016589;0
60406P152P;DRE SAVANES;IEPP CINKASSE;EPP CINKASSE CENTRALE G/D;VILLEDECINKASSE;11,10094667;0,015711667;0
60406P126C;DRE SAVANES;IEPP CINKASSE;EPEP CINKASSE;VILLEDECINKASSE;11,099747;0,00323;1
60406P124C;DRE SAVANES;IEPP CINKASSE;EPE AD CINKASSE G/A;VILLEDECINKASSE;11,09935;0,01684;1
60406P125C;DRE SAVANES;IEPP CINKASSE;EPE AD CINKASSE G/B;VILLEDECINKASSE;11,099165;0,016831;1
60406P109C;DRE SAVANES;IEPP CINKASSE;EPC DON BOSCO;VILLEDECINKASSE;11,098253;0,0206;1
60406P073P;DRE SAVANES;IEPP CINKASSE;EPP GANGA;GANGAI;11,095617;-0,074678;0
60406P130C;DRE SAVANES;IEPP CINKASSE;EPIS MIFTAHOUL OULOUM;VILLEDECINKASSE;11,095103;0,007464;1
60406P096P;DRE SAVANES;IEPP CINKASSE;EPP TABI;TABI;11,094427;0,081624;0
60406P138L;DRE SAVANES;IEPP CINKASSE;EPL LA LUMIERE;VILLEDECINKASSE;11,09413833;0,024613333;1
60406P157C;DRE SAVANES;IEPP CINKASSE;EPI MARQUEZ ATAKWA;KPALBIAGUEI;11,09375333;0,03213;1
60406P132L;DRE SAVANES;IEPP CINKASSE;EPL JEAN JACQUES ROUSSEAU;VILLEDECINKASSE;11,091687;0,01826;1
60406P090P;DRE SAVANES;IEPP CINKASSE;EPP PIZOSGO;VILLEDECINKASSE;11,091336;0,009472;0
60406P159C;DRE SAVANES;IEPP CINKASSE;EPI ASSALAFIA;VILLEDECINKASSE;11,09058667;0,027038333;1
60406P081P;DRE SAVANES;IEPP CINKASSE;EPP KPALBIAGUE;KPALBIAGUEI;11,086742;0,056356;0
60406P150P;DRE SAVANES;IEPP CINKASSE;EPP NASSIEGOU;NASSIEGOU;11,079564;0,123409;0
60406P110C;DRE SAVANES;IEPP CINKASSE;EPC GABONI;GABONI;11,078725;0,094142;1
60406P136P;DRE SAVANES;IEPP CINKASSE;EPP NATENGA;SAM-NABA;11,078022;0,158348;0
60406P083P;DRE SAVANES;IEPP CINKASSE;EPP KPONDJOARE MARCHE;KPANDJOARE1;11,076419;0,070638;0
60406P098P;DRE SAVANES;IEPP CINKASSE;EPP TANYTCHANGOU;TANTCHINGOU;11,075225;0,027097;0
60406P120C;DRE SAVANES;IEPP CINKASSE;EPC SAM NABA;SAM-NABA;11,073808;0,167331;1
60406P153P;DRE SAVANES;IEPP CINKASSE;EPP SAM NABA G/A;SAM-NABA;11,06372333;0,156226667;0
60406P093P;DRE SAVANES;IEPP CINKASSE;EPP SAM NABA G/B;SAM-NABA;11,063708;0,156303;0
60406P082P;DRE SAVANES;IEPP CINKASSE;EPP KPONDJOARE;KPANDJOARE2;11,063229;0,061188;0
60406P058P;DRE SAVANES;IEPP CINKASSE;EPP BABIDJOARE;BABIDJOAL;11,062777;0,189791;0
60406P147P;DRE SAVANES;IEPP CINKASSE;EPP DJAKPAGA G/B;NADJOUDJOATE;11,062675;0,235118333;0
60406P068P;DRE SAVANES;IEPP CINKASSE;EPP DJAKPAGA G/A;NADJOUDJOATE;11,06265;0,235066667;0
60406P146P;DRE SAVANES;IEPP CINKASSE;EPP TALKIMBOUNTE;NADJOUNDI;11,052175;0,24829;0
60406P092P;DRE SAVANES;IEPP CINKASSE;EPP SAFOBE;GABONGBONG;11,050719;0,123949;0
60406P074P;DRE SAVANES;IEPP CINKASSE;EPP GARO;GARO;11,048334;0,072056;0
60406P059P;DRE SAVANES;IEPP CINKASSE;EPP BABIGOU G/A;BABIGOU;11,048003;0,19685;0
60406P149P;DRE SAVANES;IEPP CINKASSE;EPP BABIGOU G/B;BABIGOU;11,04737667;0,182671667;0
60406P101P;DRE SAVANES;IEPP CINKASSE;EPP TIMBOU G/C;SAFOBE1;11,04492333;0,1259;0
60203P103P;DRE SAVANES;IEPP TONE EST;EPP WALDJOAGUE;WALDJOAGUE;11,043918;0,344094;0
60406P121C;DRE SAVANES;IEPP CINKASSE;EPC SAMOMONI;SAMOMONI;11,04243;0,057825;1
60406P103P;DRE SAVANES;IEPP CINKASSE;EPP YOAKPATE G/A;YOAKPATE;11,042361;0,057586;0
60406P091P;DRE SAVANES;IEPP CINKASSE;EPP POISSONGUI G/A;NADJOUDJOATE;11,04234333;0,227528333;0
60406P148P;DRE SAVANES;IEPP CINKASSE;EPP POISSONGUI G/B;POISSONGUICENTRE;11,04234333;0,227528333;0
60406P154P;DRE SAVANES;IEPP CINKASSE;EPP YOAKPATE G/B;YOAKPATE;11,04223333;0,057691667;0
60203P135P;DRE SAVANES;IEPP TONE EST;EPP TCHIEGLE 2;TCHIEGLEI;11,04183;0,267506667;0
60406P123C;DRE SAVANES;IEPP CINKASSE;EPC TCHEGLE;SAM-NABA;11,0417;0,27135;1
60203P046P;DRE SAVANES;IEPP TONE EST;EPP KPATCHIATE;KPACHIATEI;11,041683;0,318134;0
60203P134P;DRE SAVANES;IEPP TONE EST;EPP YEMBOATE G/B;YEMBOATE;11,041565;0,29635;0
60203P105P;DRE SAVANES;IEPP TONE EST;EPP YEMBOATE G/A;YEMBOATE;11,041301;0,296364;0
60406P113P;DRE SAVANES;IEPP CINKASSE;EPP KPALMATONGUE;KALMONTONGUE;11,039972;0,101924;0
60406P062P;DRE SAVANES;IEPP CINKASSE;EPP BONDANTCHALE;BABIDJOAL;11,03772;0,164996;0
60203P047P;DRE SAVANES;IEPP TONE EST;EPP KPATOTE CENTRE;DALAGOU;11,037011;0,243492;0
60406P086P;DRE SAVANES;IEPP CINKASSE;EPP NAMBUTITE;GABONGBONG;11,035641;0,072908;0
60406P140C;DRE SAVANES;IEPP CINKASSE;EPC KPALMATONGUE;KALMONTONGUE;11,034026;0,099128;1
60203P101P;DRE SAVANES;IEPP TONE EST;EPP TOMONE MOMBA;KONLOGBONGBONGOU;11,03388833;0,385931667;0
60406P085P;DRE SAVANES;IEPP CINKASSE;EPP MAMPOATE;MOMPOATEMOSSI;11,032172;0,051848;0
60203P008P;DRE SAVANES;IEPP TONE EST;EPP BOAL;BOALE;11,031478;0,363232;0
60406P100P;DRE SAVANES;IEPP CINKASSE;EPP TIMBOU G/B;NASSABLE;11,029575;0,124973333;0
60406P072P;DRE SAVANES;IEPP CINKASSE;EPP FANWWORGOU;FANWORGOU(TAMBATEPOMONE);11,029537;0,180587;0
60406P099P;DRE SAVANES;IEPP CINKASSE;EPP TIMBOU G/A;NASSABLE;11,029409;0,124886;0
60507P030P;DRE SAVANES;IEPP KPENDJAL;EPP GNUNYARTIGOU;GNIYARGOU;11,028444;0,39695;0
60203P136P;DRE SAVANES;IEPP TONE EST;EPP KPASSONGUE;KPASSONGUE;11,027503;0,284008;0
60406P158C;DRE SAVANES;IEPP CINKASSE;EPI DAROUL FOURKANE;SOUKOUDOUM;11,025555;0,135095;1
60406P119C;DRE SAVANES;IEPP CINKASSE;EPC PILOUGOU;PILOUGOU;11,024664;0,20814;1
60203P139P;DRE SAVANES;IEPP TONE EST;EPP BANCO;KOURIENTRECENTRE;11,02451333;0,24967;0
60406P156P;DRE SAVANES;IEPP CINKASSE;EDIL NAMOUNDJOATE II;NANDJOUNDICENTRE;11,02380167;0,158018333;1
60507P034P;DRE SAVANES;IEPP KPENDJAL;EPP KOUAMPANTE;KOUAMPANTE;11,021594;0,414823;0
60406P087P;DRE SAVANES;IEPP CINKASSE;EPP NAMOUNDJOATE;GABONGBONG;11,020836;0,174553;0
60406P095P;DRE SAVANES;IEPP CINKASSE;EPP SAWALDJOAGUE;SAWARDJOAGAI;11,018895;0,061176;0
60507P084P;DRE SAVANES;IEPP KPENDJAL;EPP SALIMBAGOU;SALAMBAGOU;11,015305;0,469876667;0
60203P030P;DRE SAVANES;IEPP TONE EST;EPP KALIYATA;KALIYATA;11,014614;0,367655;0
60406P111C;DRE SAVANES;IEPP CINKASSE;EPC GNAKPOUNG;GNAKPOUNG;11,013547;0,082194;1
60406P094P;DRE SAVANES;IEPP CINKASSE;EPP SANKARGOU;SANKARGOU;11,012492;0,137862;0
60203P042P;DRE SAVANES;IEPP TONE EST;EPP KOURIENTRE G/A;KOURIENTRECENTRE;11,010864;0,23214;0
60203P149P;DRE SAVANES;IEPP TONE EST;EPP KOURIENTRE G/B;KOURIENTRECENTRE;11,010864;0,23214;0
60406P106C;DRE SAVANES;IEPP CINKASSE;EPC BIANKOURI G/AB;TONGA;11,010222;0,0505;1
60406P089P;DRE SAVANES;IEPP CINKASSE;EPP NANLONGUE;NANLONGUE1;11,01002;0,16805;0
60203P077P;DRE SAVANES;IEPP TONE EST;EPP SANFATOUTE;SANFATOUTE-CENTRE;11,009677;0,298383;0
60406P107C;DRE SAVANES;IEPP CINKASSE;EPC BIANKOURI G/C;DJALOTOUGOU;11,00964;0,051256;1
60507P070P;DRE SAVANES;IEPP KPENDJAL;EPP NAMOUNOU;KOUAMPANTE;11,009333;0,422814;0
60203P104P;DRE SAVANES;IEPP TONE EST;EPP WALOUAK;WALOAGUE;11,008999;0,32058;0
60406P115C;DRE SAVANES;IEPP CINKASSE;EPC NADJOUNDI;NANDJOUNDICENTRE;11,006419;0,187203;1
60203P057P;DRE SAVANES;IEPP TONE EST;EPP NADJOU;NADJOU;11,005233;0,372939;0
60203P064P;DRE SAVANES;IEPP TONE EST;EPP NATIGOU;NATIGOUI;11,004523;0,268368;0
60406P117C;DRE SAVANES;IEPP CINKASSE;EPC NANSONGUE;NANSONGUE;11,004478;0,203678;1
60406P084P;DRE SAVANES;IEPP CINKASSE;EPP LIYIETIELOU;LIYIETIALOU;11,002343;0,101222;0
60406P114C;DRE SAVANES;IEPP CINKASSE;EPC LONLONGUE;LONLONGOU;11,001054;0,135243;1
60203P066P;DRE SAVANES;IEPP TONE EST;EPP NYUMPIOG;NATIGOUI;11,000283;0,287059;0
60406P155P;DRE SAVANES;IEPP CINKASSE;EDIL DJASSAKTE;NALONGUE;11,00018833;0,168523333;1
60406P139P;DRE SAVANES;IEPP CINKASSE;EPP DJEGUINE;DJEGUENE;10,99972167;0,211875;0
60507P020P;DRE SAVANES;IEPP KPENDJAL;EPP DJIGNINDJOAGA;DJIGNIANDJOGA;10,999597;0,490309;0
60406P075P;DRE SAVANES;IEPP CINKASSE;EPP GNANGBONG;LIYIETIALOU;10,99758;0,11044;0
60406P069P;DRE SAVANES;IEPP CINKASSE;EPP DJALOTOUGOU;DJALOTOUGOU;10,997116;0,125242;0
60203P052P;DRE SAVANES;IEPP TONE EST;EPP MARGBA;MARGBA;10,996646;0,257733;0
60507P117C;DRE SAVANES;IEPP KPENDJAL;EPC DJIGNINDJOAGA;DJIGNIANDJOGA;10,995572;0,487257;1
60203P095P;DRE SAVANES;IEPP TONE EST;EPP TIDONTE MOMBA;TIDONTEIII;10,994586;0,310936;0
60406P097P;DRE SAVANES;IEPP CINKASSE;EPP TAMONDJOARE OUEST;TAMMONDJOAREOUEST;10,994191;0,154582;0
60203P112C;DRE SAVANES;IEPP TONE EST;EPC IDONDJOAG;SANFATOUTEII;10,99418333;0,327551667;1
60203P137P;DRE SAVANES;IEPP TONE EST;EPP BOLIMPIENGUE;BORIMPIENGUE;10,99384833;0,23364;0
60507P080P;DRE SAVANES;IEPP KPENDJAL;EPP PAPRI G/A;PAPRI;10,99375;0,428405;0
60507P081P;DRE SAVANES;IEPP KPENDJAL;EPP PAPRI G/B;PAPRI;10,99284;0,427229;0
60406P116C;DRE SAVANES;IEPP CINKASSE;EPC NAMARE;GABONGBONG;10,99121;0,0877556;1
60203P028P;DRE SAVANES;IEPP TONE EST;EPP GNOBTCHATE;BOALE;10,989289;0,335989;0
60203P122C;DRE SAVANES;IEPP TONE EST;EPC TIDONTE;TIDONTEII;10,988128;0,300176;1
60507P045P;DRE SAVANES;IEPP KPENDJAL;EPP KPENDJAGA HAUT;POGNO;10,987774;0,413461;0
60203P010P;DRE SAVANES;IEPP TONE EST;EPP BONGONGONA;BONGOUGONNA;10,98627;0,391399;0
60203P144P;DRE SAVANES;IEPP TONE EST;EPP DALAGOU G/B;DALAGOU;10,98513667;0,227433333;0
60203P017P;DRE SAVANES;IEPP TONE EST;EPP DALAGOU G/A;DALAGOU;10,985008;0,227506;0
60507P093P;DRE SAVANES;IEPP KPENDJAL;EPP SOUGOUTONGOU;SOUGOUTANGOU1;10,984977;0,826274;0
60203P011P;DRE SAVANES;IEPP TONE EST;EPP BOUGOU;BOUGOUII;10,984892;0,252497;0
60406P112C;DRE SAVANES;IEPP CINKASSE;EPC KONGO;GABONGBONG;10,98285;0,052845;1
60203P065P;DRE SAVANES;IEPP TONE EST;EPP NATIGOU TIMANGA;NATIGOUI;10,982201;0,270857;0
60406P108C;DRE SAVANES;IEPP CINKASSE;EPC DJIPIENI;DJALOTOUGOU;10,981945;0,142658333;1
60507P110P;DRE SAVANES;IEPP KPENDJAL;EPP TOUMPORGOU;TOUMPORGOU;10,981942;0,451457;0
60203P049P;DRE SAVANES;IEPP TONE EST;EPP KPEGUIBONGUE;KPEGUIBONGUE;10,981297;0,232416;0
60203P096P;DRE SAVANES;IEPP TONE EST;EPP TIDONTE NASSONGUE;TIDONTEIV;10,981133;0,310613;0
60406P088P;DRE SAVANES;IEPP CINKASSE;EPP NANDJAK;KALMONTONGUE;10,980889;0,105711;0
60507P046P;DRE SAVANES;IEPP KPENDJAL;EPP KPENKANKANDI;KPENKANKANDI;10,980873;0,627242;0
60507P044P;DRE SAVANES;IEPP KPENDJAL;EPP KPENDJAGA;KPENDJAGA;10,98055667;0,42297;0
60204P080P;DRE SAVANES;IEPP TONE OUEST;EPP TIMANGUE;VILLEDEDAPAONG;10,979763;0,187193;0
60406P122C;DRE SAVANES;IEPP CINKASSE;EPC TCHANKOUNKONKONG;GABONGBONG;10,97812;0,127118;1
60203P118C;DRE SAVANES;IEPP TONE EST;EPC KPONG;KPONGMOSSI;10,977498;0,208318;1
60203P075P;DRE SAVANES;IEPP TONE EST;EPP PIAKOUL;KORBONGOU-CENTRE;10,975549;0,359823;0
60203P093P;DRE SAVANES;IEPP TONE EST;EPP TIDJOATE;TIDJOATEI;10,974973;0,289598;0
60203P094P;DRE SAVANES;IEPP TONE EST;EPP TIDJOATE LAMBOUNTE;TIDJOATEI;10,97494;0,289616667;0
60406P134P;DRE SAVANES;IEPP CINKASSE;EPP KONGO;GABONGBONG;10,9736;0,03492;0
60203P053P;DRE SAVANES;IEPP TONE EST;EPP MATIGA;MATIGA;10,973454;0,258281;0
60507P082P;DRE SAVANES;IEPP KPENDJAL;EPP POGNO G/A;POGNO;10,972438;0,505401;0
60507P133P;DRE SAVANES;IEPP KPENDJAL;EPP POGNO G/B;POGNO;10,972438;0,505401;0
60204P059P;DRE SAVANES;IEPP TONE OUEST;EPP NANOUM;TANNINKAOG;10,972175;0,170089;0
60507P087P;DRE SAVANES;IEPP KPENDJAL;EPP SANKORTCHAGOU;SANKORTCHAGOU;10,971974;0,614147;0
60203P043P;DRE SAVANES;IEPP TONE EST;EPP KOUTOURE;KOTOURE;10,96973333;0,22685;0
60507P088P;DRE SAVANES;IEPP KPENDJAL;EPP SANLOAGA;SANLOAGA;10,966839;0,783334;0
60406P144P;DRE SAVANES;IEPP CINKASSE;EPP GNABADJOANI;TAMMONDJOAREOUEST;10,96683333;0,131445;0
60507P043P;DRE SAVANES;IEPP KPENDJAL;EPP KPEMBONA G/A;KPEMBONA;10,965622;0,403572;0
60204P071P;DRE SAVANES;IEPP TONE OUEST;EPP TANIKAOG;TANNINKAOG;10,96384833;0,187401667;0
60406P137P;DRE SAVANES;IEPP CINKASSE;EPP YOBRE;GABONGBONG;10,963678;0,100805;0
60507P086P;DRE SAVANES;IEPP KPENDJAL;EPP SANKORTAMBIMA;KOUNDJOARE;10,962759;0,608696;0
60507P056P;DRE SAVANES;IEPP KPENDJAL;EPP NADANO;NADANO;10,962708;0,471276;0
60203P078P;DRE SAVANES;IEPP TONE EST;EPP SANKARGBONGBONG;LOUANGAII;10,96184833;0,36736;0
60203P092P;DRE SAVANES;IEPP TONE EST;EPP TANTOGA;TOSSIOGUE;10,96168667;0,336143333;0
60507P108P;DRE SAVANES;IEPP KPENDJAL;EPP TOLONKATIGA 1;TOLANKARGA1;10,960967;0,456635;0
60203P121C;DRE SAVANES;IEPP TONE EST;EPC TANTOGA;TANTOGAI;10,95944833;0,317616667;1
60507P136P;DRE SAVANES;IEPP KPENDJAL;EPP KPEMBONA G/B;TOPIENGA;10,958222;0,406447;0
60203P058P;DRE SAVANES;IEPP TONE EST;EPP NAGBANDJA G/A;NAGBANDJA;10,958035;0,251007;0
60203P131P;DRE SAVANES;IEPP TONE EST;EPP NAGBANDJA G/B;NAGBANDJA;10,957961;0,251006;0
60507P109P;DRE SAVANES;IEPP KPENDJAL;EPP TOLONKATIGA 2;TOLANKARGA2;10,957047;0,437444;0
60507P004P;DRE SAVANES;IEPP KPENDJAL;EPP BANANGANDI;BANANGANDI;10,955524;0,552107;0
60204P022P;DRE SAVANES;IEPP TONE OUEST;EPP FLINGBONG;FLINGBONG;10,95549667;0,097758333;0
60203P031P;DRE SAVANES;IEPP TONE EST;EPP KANTANTCHIOGUE;KPADJENTA;10,95506;0,231965;0
60204P160P;DRE SAVANES;IEPP TONE OUEST;EPP DONTOUGOU G/B;DONTOUGOU;10,95351;0,107918333;0
60204P095C;DRE SAVANES;IEPP TONE OUEST;EPC BOUYEME;BOUYENE;10,953388;0,084544;1
60204P021P;DRE SAVANES;IEPP TONE OUEST;EPP DONTOUGOU G/A;DONTOUGOU;10,953265;0,107913;0
60204P027P;DRE SAVANES;IEPP TONE OUEST;EPP KAMBERE;KAMBELI;10,953211;0,157048;0
60204P039P;DRE SAVANES;IEPP TONE OUEST;EPP KPATCHIANGBANE;KPATCHAIANGBANE;10,952923;0,004104;0
60203P004P;DRE SAVANES;IEPP TONE EST;EPP BAGNAME SANFATOUTE;BAGNAMESANFATOUTEII;10,952646;0,297839;0
60507P026P;DRE SAVANES;IEPP KPENDJAL;EPP GBANGA;GBANGA;10,952267;0,503994;0
60204P165P;DRE SAVANES;IEPP TONE OUEST;EPP NAMON DOUGBA G/B;NAMONDOUGBA;10,95226;0,136651667;0
60204P055P;DRE SAVANES;IEPP TONE OUEST;EPP NAMON DOUGBA G/A;NAMONDOUGBA;10,95224;0,136682;0
60203P044P;DRE SAVANES;IEPP TONE EST;EPP KPADJENTA;KPADJENTA;10,951132;0,219041;0
60204P067P;DRE SAVANES;IEPP TONE OUEST;EPP SINTOTI;SINTOTI;10,949233;0,011427;0
60507P106P;DRE SAVANES;IEPP KPENDJAL;EPP TIWOLI;TIWOLI;10,948346;0,847465;0
60204P087P;DRE SAVANES;IEPP TONE OUEST;EPP WAOGUE NAGUE;WAHONHAGUEI;10,947902;0,053034;0
60406P060P;DRE SAVANES;IEPP CINKASSE;EPP BASSOUDOUGOU;BASSONDOUGOU;10,947595;0,025998;0
60406P070P;DRE SAVANES;IEPP CINKASSE;EPP DJEWOUGUE;FANWORGOU(TAMBATEPOMONE);10,947;0,038668333;0
60203P059P;DRE SAVANES;IEPP TONE EST;EPP NAGBANGOU EST;NAGBONGOU-EST;10,943705;0,188447;0
60507P058P;DRE SAVANES;IEPP KPENDJAL;EPP NADOUNGOU G/A;NADOUNGOU;10,943144;0,425704;0
60507P059P;DRE SAVANES;IEPP KPENDJAL;EPP NADOUNGOU G/B;NADOUNGOU;10,943144;0,425704;0
60203P069P;DRE SAVANES;IEPP TONE EST;EPP OUBIAGOU;OUBIAGOU;10,942445;0,345566;0
60507P016P;DRE SAVANES;IEPP KPENDJAL;EPP DJANTCHOGOU;DJANTCHOGOU;10,942306;0,788098;0
60507P036P;DRE SAVANES;IEPP KPENDJAL;EPP KOUNDJOARE G/A;TAMBABTE;10,941597;0,643169;0
60203P063P;DRE SAVANES;IEPP TONE EST;EPP NANHOULE;KALIYATA;10,94132;0,345725;0
60507P014P;DRE SAVANES;IEPP KPENDJAL;EPP DJABDJOARE;DJABDJOARE;10,939991;0,6254;0
60507P037P;DRE SAVANES;IEPP KPENDJAL;EPP KOUNDJOARE G/B;TAMBABTE;10,939205;0,648055;0
60203P111C;DRE SAVANES;IEPP TONE EST;EPC DAMPIONG;DAMPIONG;10,938192;0,225193;1
60203P132P;DRE SAVANES;IEPP TONE EST;EPP OUBITENLIGOU G/B;OBITENLEGOUI;10,937325;0,275311667;0
60203P070P;DRE SAVANES;IEPP TONE EST;EPP OUBITENLIGOU G/A;OBITENLEGOUI;10,937198;0,275197;0
60507P102P;DRE SAVANES;IEPP KPENDJAL;EPP TCHIMOURI;TCHIMOURI;10,937194;0,555674;0
60507P107P;DRE SAVANES;IEPP KPENDJAL;EPP TODJOGOU;TAMBONGA;10,937135;0,488868;0
60204P052P;DRE SAVANES;IEPP TONE OUEST;EPP NAKORGOU;NAKORGOU-TANTIALI;10,936833;0,068291;0
60507P101P;DRE SAVANES;IEPP KPENDJAL;EPP TCHAWOLGOU;TAMBONGA;10,935827;0,433213;0
60204P078P;DRE SAVANES;IEPP TONE OUEST;EPP TANTOATRE;TANTOADREI;10,933866;0,171566;0
60203P003P;DRE SAVANES;IEPP TONE EST;EPP BAGNAME G/A;BAGNE-CENTREI;10,933533;0,30047;0
60203P142P;DRE SAVANES;IEPP TONE EST;EPP BAGNAME G/B;BAGNE-CENTREI;10,933533;0,30047;0
60204P001P;DRE SAVANES;IEPP TONE OUEST;EPP BABOGOU;BABOGOU;10,932044;0,152208;0
60507P097P;DRE SAVANES;IEPP KPENDJAL;EPP TANGBAMONTE;TANGBAMONTE;10,93157;0,395988;0
60203P032P;DRE SAVANES;IEPP TONE EST;EPP KOBOATO;KOBOATE;10,9315;0,20542;0
60203P060P;DRE SAVANES;IEPP TONE EST;EPP NALOATE TOLONG;NAGBANDJA;10,931325;0,372538;0
60204P107C;DRE SAVANES;IEPP TONE OUEST;EPC TCHANDANA;NAKI-OUEST;10,931153;0,117294;1
60507P096P;DRE SAVANES;IEPP KPENDJAL;EPP TAMBONGA;TAMBONGA;10,931137;0,456885;0
60204P005P;DRE SAVANES;IEPP TONE OUEST;EPP BEGOU NAGUE;BEONAGUE;10,930026;0,140291;0
60406P071P;DRE SAVANES;IEPP CINKASSE;EPP FALNAGUE;SAWARDJOAGAI;10,92881;0,027168333;0
60203P021P;DRE SAVANES;IEPP TONE EST;EPP DJAB DENI;LOUANGAI;10,92827167;0,327841667;0
60204P171E;DRE SAVANES;IEPP TONE OUEST;EDIL TOUGOUNG;TOUOGONG;10,926085;0,099868333;1
60507P019P;DRE SAVANES;IEPP KPENDJAL;EPP DJIBONTOTI;DJIBONTOTI;10,924164;0,512564;0
60507P039P;DRE SAVANES;IEPP KPENDJAL;EPP KPAKOUNGA;KPAKOUNGA;10,923945;0,821277;0
60507P132P;DRE SAVANES;IEPP KPENDJAL;EPP MALGBANGOU G/B;TAMBONGA;10,92316;0,486738333;0
60203P022P;DRE SAVANES;IEPP TONE EST;EPP DJAMONGUE GBONGBONG;BONSONGUE;10,92256333;0,318861667;0
60203P068P;DRE SAVANES;IEPP TONE EST;EPP OPORGOU;OPOTIGOU;10,920972;0,277079;0
60204P064P;DRE SAVANES;IEPP TONE OUEST;EPP PALATE;PALATE;10,9198;0,014792;0
60203P120C;DRE SAVANES;IEPP TONE EST;EPC NAMOTONG;TOAGA-CENTRE;10,91974;0,22381;1
60203P062P;DRE SAVANES;IEPP TONE EST;EPP NAMONGOU;NAMONGOU;10,917287;0,239151;0
60507P012P;DRE SAVANES;IEPP KPENDJAL;EPP DIELO;DIELO;10,917149;0,536313;0
60203P016P;DRE SAVANES;IEPP TONE EST;EPP DAKPANTE;DAKPANTEI;10,916953;0,259753;0
60204P043P;DRE SAVANES;IEPP TONE OUEST;EPP MORDJOAK;KOUNKOUMONTE;10,916706;0,128541;0
60507P063P;DRE SAVANES;IEPP KPENDJAL;EPP NALOATE G/A;NALLOUATE;10,916282;0,369944;0
60507P064P;DRE SAVANES;IEPP KPENDJAL;EPP NALOATE G/B;NALLOUATE;10,916282;0,369944;0
60204P170E;DRE SAVANES;IEPP TONE OUEST;EDIL SIBORTOTI II;SIBORTOTI;10,91610833;0,179291667;1
60203P113C;DRE SAVANES;IEPP TONE EST;EPC KABINLAGOU;KABILAGOUI;10,914753;0,29408;1
60203P116C;DRE SAVANES;IEPP TONE EST;EPC KORBONGOU;KORBONGOU-CENTRE;10,914549;0,303082;1
60204P040P;DRE SAVANES;IEPP TONE OUEST;EPP LOGUEDE;LOCKTE;10,91419444;0,058305556;0
60204P172E;DRE SAVANES;IEPP TONE OUEST;EDIL SANKPEDIGBENDE;SANKPELDIGUEND;10,91402333;0,078206667;1
60507P029P;DRE SAVANES;IEPP KPENDJAL;EPP GNUMDJANGA;DIELO;10,913744;0,551234;0
60507P098P;DRE SAVANES;IEPP KPENDJAL;EPP TANLOAGA;TAMBONGA;10,913351;0,5058;0
60203P125C;DRE SAVANES;IEPP TONE EST;EPE KORBONGOU;KORBONGOU-CENTRE;10,912971;0,314178;1
