CodeAdmin;DRE;IEPP;NOM_ETABLISSEMENT;Village;Latitude;Longitude
10101P240L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LETOU;TOGBLEKOPE;6,250766667;1,229101667
20611P086C;DRE MARITIME;IEPP ZIO SUD;EPE BON BERGER DE DJAGBLE G/A;DJAGBLE(VILLAGEAUTONOME);6,250621;1,282926
20611P200C;DRE MARITIME;IEPP ZIO SUD;EPE BON BERGER DE DJAGBLE G/B;DJAGBLE(VILLAGEAUTONOME);6,250535;1,283016667
10102P116L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LE SAUVEUR;AGOENYIVE=SOGBOSSITO;6,250358;1,17656
20406P113C;DRE MARITIME;IEPP VO SUD;EPC KETA AKODA;KETA-AKODA;6,250159;1,551537
20303P066C;DRE MARITIME;IEPP LACS EST;EPE METHODISTE GLIDJI;GLIDJI;6,249878;1,60207
20611P195L;DRE MARITIME;IEPP ZIO SUD;EPL LA SIMPLICITE;ABOBO;6,249641667;1,296118333
10102P132L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL PATER VOLUNTAS;AGOENYIVE=SOGBOSSITO;6,249506;1,173564
10102P112L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LE RONIER 1;KLIKAME;6,249165;1,111785
20611P134L;DRE MARITIME;IEPP ZIO SUD;EPL LE SOUVERAIN;DJAGBLE(VILLAGEAUTONOME);6,249063333;1,290966667
10107P118C;DRE GOLFE LOME;IEPP LOME CENTRE;EPI NOURIYA;AGBALEPEDOGAN;6,24842;1,204123
CODE;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL OCTOGONE;GLIKAME;6,248415;1,117492
10102P137L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL SAINT ANTOINE;AHONKPOE;6,248302;1,147315
10102P138L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL SAINT CHARBEL;AFIADENYIGBA;6,248257;1,113913
10101P274L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPI LES SOUVENIRS DES FEMMES;TOGBLEKOPE;6,248205;1,211326667
10101P251L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL ASTUCE 3;AGOENYIVE=DJIGBLE;6,248205;1,211326667
10101P133L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LE REVEIL PLUS;AKOIN;6,248205;1,211326667
20303P061C;DRE MARITIME;IEPP LACS EST;EPC GLIDJI;GLIDJI;6,247851;1,599886
10102P202L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LE TOGO DE DEMAIN;ATHIEME;6,247328;1,151358
10102P266L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL IWASAM;AGOENYIVE=SOGBOSSITO;6,247113;1,178837
10102P126L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LES VAILLANTS;SANGUERAURBAIN;6,246883;1,126163
10101P052C;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPI ALFOURKANE;TOGBLEKOPE;6,246826667;1,204703333
10101P041C;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPC KELEGOUGAN G/A;AMOUTIVE=KELEGOUGAN;6,246326667;1,201328333
20611P173L;DRE MARITIME;IEPP ZIO SUD;EPL JEAN DE LA FONTAINE;DJAGBLE(VILLAGEAUTONOME);6,24606;1,287105
10102P087L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LA PAROLE;AGOENYIVE=SOGBOSSITO;6,246016;1,163737
20611P135L;DRE MARITIME;IEPP ZIO SUD;EPL LES BENIS;DJAGBLE(VILLAGEAUTONOME);6,245889;1,304115
20611P197L;DRE MARITIME;IEPP ZIO SUD;EPL LES ENFANTS BENIS;MISSION-TOVE;6,245889;1,304115
CODE;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;"EPL ""EL SHADDAI"" MONAYE";SAGNIRAKO;6,245737;1,126165
10101P272L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL CARREFOUR DES LEADERS;AGOENYIVE=DEMAKPOE;6,24566;1,19923
10101P131L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LA SAINTETE;AGOENYIVE=DEMAKPOE;6,24566;1,19923
10101P241L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL PENIEL-SITSO ANNEXE 2;TOGBLEKOPE;6,24566;1,19923
10102P058L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL FLAMBEAU DES ELITES;SANGUERAURBAIN;6,245649;1,123981
10102P261L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL BERNARD B. DADIE;AFIADENYIGBA;6,245367;1,132312
10102P154L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LES SOMMITES;ATHIEME;6,245334;1,153037
10102P061L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL GRPE ECOLE MAWUPEMO;AHONKPOE;6,24492;1,15937
10101P104L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL J. J. ROUSSEAU (LA RELEVE) G/A;AGOENYIVE=ATSANVE;6,244173333;1,187861667
10101P262L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL J. J. ROUSSEAU (LA RELEVE) G/B;TOGBLEKOPE;6,244173333;1,187861667
10101P237L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LA VOLONTE DE DIEU;AGOENYIVE=HOUMBI;6,244173333;1,187861667
10101P143L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LE GOLF;AGOENYIVE=DEMAKPOE;6,244156667;1,205346667
10102P041L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL AYIKA II;SANYRAKO;6,24388;1,135163
10102P040L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL AYIKA I;AGOENYIVE=FIOVI;6,243789;1,135241
20611P169L;DRE MARITIME;IEPP ZIO SUD;EPL SAINT FABIEN;DJAGBLE(VILLAGEAUTONOME);6,243765;1,291646667
20406P133C;DRE MARITIME;IEPP VO SUD;EPE BAPTISTE KALVARIA;KETA-BADOUGBE;6,243202;1,501376
10101P210L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL DIANA;AGOENYIVE=NYIVEME+APELEBUIME;6,243024;1,227907
10102P200C;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPB MARANATHA;AGOENYIVE=ANOKUI;6,242487;1,173633
CODE;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;"EPL LE PETIT PRINCE ""J""";GATIGLO-COPE;6,242487;1,173633
10102P169L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL PRINCE EDEM;SANYRAKO;6,242473;1,119043
10102P146L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL SINOU;AGOENYIVE=ANOKUI;6,242351;1,185105
10102P139L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL SAINT EMMANUEL;DALIKO;6,24233;1,149048
20406P160L;DRE MARITIME;IEPP VO SUD;EPL SAINT JEAN DE LA CROIX;TOGOVILLE;6,241901667;1,470738333
10102P070L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL KOSHIGAN II;AGOENYIVE=LOGOPE;6,24188;1,16677
10102P081L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LA FELICITE;AMEDENTAAKIKOPE;6,24188;1,142535
10102P270L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;CSPL ESTHER SAMI;AHONKPOE;6,241718;1,183067
10102P076L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LA CLEMENCE DIVINE;AGOENYIVE=LOGOPE;6,241696;1,179307
CODE;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;"EPL IINSTITUT SCOLAIRE ""MOLIERE""";ANOKUI LOGOPE;6,2416;1,188312
10102P075L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL CS LA BRUYERE;AGOENYIVE=KLEVE;6,241473;1,168025
20202P099C;DRE MARITIME;IEPP AVE;EPC AKEPE;AKEPE;6,24112316;1,05993847
20202P144P;DRE MARITIME;IEPP AVE;EPL LA ROSE;AKEPE;6,240738;1,054635
10102P173L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LE FAUCON;AGOENYIVE=ANOKUI;6,24068;1,18396
CODE;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;CS EPL LA LOCOMOTIVE DIVINE;ANOKUI LOGOPE;6,240442;1,170762
20611P120L;DRE MARITIME;IEPP ZIO SUD;EPL LA LUMIERE V;DJAGBLE(VILLAGEAUTONOME);6,239746;1,286246
10101P055C;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPI DAROU NAIM;TOGBLEKOPE;6,239708333;1,192425
10101P112L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LA COLOMBE DE DIEU;AGOENYIVE=ATSANVE;6,239708333;1,192425
10101P180L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL NOUVEAU PAYSAGE;AGOENYIVE=APEGNIGBI;6,239708333;1,192425
20202P141L;DRE MARITIME;IEPP AVE;EPL GOD'S GLORY INTERNATIONAL;ATTIDJIN;6,23924876;1,09615672
10102P063L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL HOSANNA (SANGUERA);SANGUERAURBAIN;6,239235;1,11571
20406P112C;DRE MARITIME;IEPP VO SUD;EPC IAT (INSTITUT DES AVEUGLES DE TOGOVILLE);TOGOVILLE;6,239176667;1,4797
10102P162L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL CS DIEU DONNE;DALIKO;6,23881;1,153873
20303P081L;DRE MARITIME;IEPP LACS EST;EPL FRANCO ARABE RAHMANIYA;ANEHO;6,238368333;1,607143333
20303P070L;DRE MARITIME;IEPP LACS EST;EPL LA PASSERELLE;ANEHO;6,238222;1,613886
10101P113L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LA CONFIDENCE II;AGOENYIVE=KITIDJAN;6,237616667;1,229418333
10101P209P;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LE BEAU TEMPS;AGOENYIVE=NYIVEME+APELEBUIME;6,237616667;1,229418333
10101P197L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL SAINTE MONIQUE;KELEGOUGAN;6,237616667;1,229418333
20406P106C;DRE MARITIME;IEPP VO SUD;EPC BADOUGBE;BADOUGBE-ADJOME;6,237587;1,516705
CODE;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL ORPHELINAT LA RENAISSANCE;AZOUMAKOPE;6,237478;1,109835
20303P065C;DRE MARITIME;IEPP LACS EST;EPE METHODISTE CANAAN ADJIDO;ANEHO;6,23705;1,606552
10102P149L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL UNIVERS BETSALEEL;KOPEGAN;6,236203;1,136154
20611P198L;DRE MARITIME;IEPP ZIO SUD;EPL LUMIERE DE L'EDUCATION;ABOBO;6,235728333;1,33791
10101P171L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL MENELIK II;AGOENYIVE=DEMAKPOE;6,23562;1,19862
10101P159L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL L'ETERNEL;AGOENYIVE=DEMAKPOE;6,2355;1,19647
10102P118L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LE SUBLIME;AGOENYIVE=ANOKUI;6,235342;1,183835
10102P097L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LA SEMENCE;DALIME;6,23525;1,15913
20406P149L;DRE MARITIME;IEPP VO SUD;EPL LE TRIANGLE;TOGOVILLE;6,235168;1,477242
10102P179L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL SAINT JEAN BAPTISTE;ZOPAMAHHE;6,235053;1,133092
10102P110L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LE PROGRES G/A;AGOENYIVE=LOGOPE;6,235048;1,183224
20406P118C;DRE MARITIME;IEPP VO SUD;EPC TOGOVILLE G/B;TOGOVILLE;6,234858333;1,477933333
20406P117C;DRE MARITIME;IEPP VO SUD;EPC TOGOVILLE G/A;TOGOVILLE;6,234855;1,477965
10102P093L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LA RUSEE;DALIKO;6,23483;1,16587
10102P193L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LA RUSEE II;ATHIEME;6,234581;1,165786
20303P072L;DRE MARITIME;IEPP LACS EST;EPL LE RENOUVEAU;ANEHO;6,234438;1,613903
20304P097L;DRE MARITIME;IEPP LACS OUEST;EPL LE RENOUVEAU;KPOGAN-AGBETSIKO;6,234438;1,613903
10102P046L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL CAMBRIGE;AGOENYIVE=LOGOPE;6,23443;1,171656
10101P099L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL IS ADMIRABLE;AGOENYIVE=ATSANVE;6,234043333;1,206735
10101P260L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LA LUMIERE DU MONDE;AHONKPOE;6,234043333;1,206735
10101P258L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL THE BEST;TOGBLEKOPE;6,234043333;1,206735
10102P171L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL CS LES VICTORIEUX;ZOPAMAHHE;6,233725;1,131897
10102P100L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LE BRILLANT;AGOENYIVE=FIOVI;6,23365;1,18693
10102P035C;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPI DARL HADIS;AGOENYIVE=FIOVI;6,23352;1,19033
10101P105L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL JEHOVAH SHALOM;AGOENYIVE=DEMAKPOE;6,233244;1,20431
10102P130L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL NANDABA;AGOENYIVE=LOGOPE;6,233149;1,173086
10102P054L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL ELEVE RACHETE DE DIEU;SANGUERA;6,23309;1,111764
10102P052L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL EFRATO;AHONKPOE;6,23303;1,1534
10101P103L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL J. J. ROUSSEAU (CAMP);AGOENYIVE=APEGNIGBI;6,232963333;1,220313333
10101P263L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LE RELAIS;AGOENYIVE=TOTSINYIVEME;6,232963333;1,220313333
10101P243L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LIDAO;AGOENYIVE=AHONGAKOPEASSIYEYE;6,232963333;1,220313333
10102P170L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL NEW DEAL I;KOPEGAN;6,232952;1,110562
20303P055C;DRE MARITIME;IEPP LACS EST;EPC ADJIDO;ANEHO;6,232896;1,606231
20303P068L;DRE MARITIME;IEPP LACS EST;EPL CHRIST-ROI;ANEHO;6,232681;1,601948
CODE;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LE SOMMET;LOGOPE;6,232582;1,18022
10101P054C;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPI CSI ZONGO;TOGBLEKOPE;6,232476667;1,218195
10101P139L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LA VOLONTE DE DIEU ANNEXE;ALINKANYIVEMEGBLE;6,232476667;1,218195
10101P130L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LAROUSSE;AGOENYIVE=ADJOUGBA;6,2324;1,21772
10102P102L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LE CERCLE DE FEU;VAKPOSSITO=ATSANVE;6,23237;1,16438
20304P069C;DRE MARITIME;IEPP LACS OUEST;EPC SSPP ANEHO;ANEHO;6,232303;1,590012
10101P158L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LE SOURIRE PLUS;AGOENYIVE=ATSANVE;6,232273333;1,208396667
10105P246L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPE MA DESTINEE;HEDZRANAWOE;6,23222;1,21418
10101P229C;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPE ADVENTISTE DE KEGUE;AMOUTIVE=KELEGOUGAN;6,232088333;1,214163333
10101P147L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL L'ORIENT;AGOENYIVE=ADJOUGBA;6,232088333;1,214163333
10101P155L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LE SAPIN;AGOENYIVE=KLEVE;6,231899;1,204149
10102P191L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LOTIE;KLEME;6,231483;1,129473
10102P072L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL KULLA;AGOENYIVE=LOGOPE;6,230769;1,175304
10102P140L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL SAINT ESPRIT;SANGUERAURBAIN;6,230749;1,147792
10104P037C;DRE GOLFE LOME;IEPP LOME OUEST;EPC SANGUERA;SANGUERAURBAIN;6,230659;1,115433
10102P066L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL L'INTELLECT;AGOENYIVE=LOGOPE;6,230632;1,185398
10101P089L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL EVOLUTION;AGOENYIVE=ADJOUGBA;6,230128333;1,203385
CODE;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LA  BENEDICTION DIVINE;KLEME;6,23012;1,133855
10102P159L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LES LUMIERES;SANGUERA;6,230087;1,124083
10102P045L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL BOILEAU;AGOENYIVE=FIOVI;6,229925;1,189712
10102P188C;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPI DAROUL HIKMAH;VAKPOSSITO=ATSANVE;6,22972;1,160973
10102P190L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;CSPL PAUL SABATIER;NANEGBE-ZOUSSIME;6,229408;1,14742
10102P133L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL PLUME D'OR;VAKPOSSITO=ATSANVE;6,229315;1,155463
10102P049L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL CS DIEU EST GRAND;AGOENYIVE=FIOVI;6,229282;1,193583
10102P168L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL MANOBLE;ZOPAMAHHE;6,229202;1,13771
10102P124L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LES MIRACLES DE YAHVE;SANGUERAURBAIN;6,229026;1,128424
10102P205L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL NEW DEAL II;SANYRAKO;6,228673;1,118802
10102P180L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL CS PAR SA GRACE;VAKPOSSITO=ATSANVE;6,228662;1,159673
10101P118L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LA FABIENNE -II;AGOENYIVE=KLEVE;6,228279;1,205406
20304P068C;DRE MARITIME;IEPP LACS OUEST;EPC NDE ANEHO;ANEHO;6,228233;1,59223
10101P076L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL BOX BERG;AGOENYIVE=ADJOUGBA;6,227947;1,220487
10101P116L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LA CONSOLATION DIVINE;AGOENYIVE=ADJOUGBA;6,2279;1,222943333
10101P199L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL PYTHAGORE EFFICACITE;AMOUTIVE=KELEGOUGAN;6,2279;1,222943333
10102P039L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL ALIPUI LE GRAND;AGOENYIVE=ANOMEGBONVE;6,227745;1,169283
10102P065L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL IMMACULEE;AFLAO-GAKLI=ADIDOADIN;6,227625;1,151391
10102P144L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL SAINT MARTIAL;AGOENYIVE=FIOVI;6,2275;1,1921
10102P101L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LE CAMELEON;KOHE;6,227473;1,143763
20304P076C;DRE MARITIME;IEPP LACS OUEST;EPE METHODISTE EBEN EZER;ANEHO;6,227468333;1,58888
20304P104L;DRE MARITIME;IEPP LACS OUEST;EPL SCIENCE ET CONSCIENCE;ANEHO;6,227383;1,570916
10101P257L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL GENERATION MANDELA;AHONKPOE;6,227368333;1,214593333
10101P098L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL IP PAIX;AGOENYIVE=NYIVEME+APELEBUIME;6,227368333;1,214593333
10101P235L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LE BON PASTEUR;AGOENYIVE=TOGOME;6,227368333;1,214593333
10103P204L;DRE GOLFE LOME;IEPP LOME EST;EPL LE COURAGE;KANYIKOPE;6,226975;1,114216
10101P141L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LE CARREFOUR DU SAVOIR;AGOENYIVE=KLEVE;6,226751667;1,200848333
10102P091L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LA REVALORISATION;KOHE;6,226265;1,135833
10101P038C;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPC AGOE-NYIVE G/A;AGOENYIVE=ATSANVE;6,226236667;1,21141
10101P039C;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPC AGOE-NYIVE G/B;AGOENYIVE=APEGNIGBI;6,226236667;1,21141
10101P270L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL DON DE DIEU REMA;AGOENYIVE=ADJOUGBA;6,226081667;1,223213333
10101P238L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL ECOLE INTERNATIONALE MARIAM;AGOENYIVE=DEMAKPOE;6,226081667;1,223213333
10101P124L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LA PREVOYANCE;AGOENYIVE=KLEVE;6,226081667;1,223213333
10102P128L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL MAWUNYO;VAKPOSSITO=ATSANVE;6,225659;1,169427
10101P106L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL KAMOS;AGOENYIVE=ADJOUGBA;6,22563;1,22515
10102P127L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL MA PATRIE;AGOENYIVE=LOGOPE;6,225343;1,187867
10101P134L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LA SOURCE;AGOENYIVE=KLEVE;6,2245;1,19935
10102P050L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL DOTHAN;VAKPOSSITO=ATSANVE;6,224227;1,158822
10104P248L;DRE GOLFE LOME;IEPP LOME OUEST;EPL AGNES ET MARIE;AFLAO-SAGBADO=SAGBADO;6,224216097;1,101590199
10102P164L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL ECOMED 2;AGOENYIVE=TELESSOU;6,223649;1,170511
10102P084L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LA MEILLEURE;VAKPOSSITO=AWOUDJAKOPE;6,223386;1,153723
20304P070C;DRE MARITIME;IEPP LACS OUEST;EPC SAINT KIZITO KPEME;AGBODRAFO;6,223373;1,503495
10102P109L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LE MESSIE;VAKPOSSITO=AWOUDJAKOPE;6,223358;1,167354
CODE;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LA SOLENNE;ASSIGOME TELESSOU;6,222982;1,164507
10102P060L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL GALICHA;AGOENYIVE=TELESSOU;6,2229;1,1838
10102P134L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LA NOUVELLE PEPINIERE DE L'UNIVERSITE;;6,222858;1,142808
10101P218C;DRE GOLFE LOME;IEPP AGOENYIVE EST;ECOLE PRIVEE ISLAMIQUE ACHIFA;AGOENYIVE=ATSANVE;6,222855;1,241446667
10102P196L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL ANNIE;AHONKPOE;6,222855;1,241446667
10101P093L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL GLOIRE DE DIEU;AGOENYIVE=DEMAKPOE;6,222855;1,241446667
10102P150L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL YAYRA PRINCE KEKE;AFLAO-GAKLI=ADIDOADIN;6,22283;1,1744
10101P087L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL ESPERANCE;AGOENYIVE=ADJOUGBA;6,22243;1,230831667
10102P048L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL IPEF DEO GRATIAS;VAKPOSSITO=ATSANVE;6,222312;1,163232
10101P200L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL AL HILAL;AMOUTIVE=KELEGOUGAN;6,221861;1,243057
10101P077L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL CASA DEI BAMBINI;AGOENYIVE=HOUMBI;6,22173;1,21567
10105P184L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL BON DESTIN;KELEGOUGAN;6,22157;1,254396
10101P043C;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPE AGOE-NYIVE;AGOENYIVE=NYAVIMEAVEYIME;6,221463333;1,208615
10101P176L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL MON ROCHER;AGOENYIVE=DEMAKPOE;6,2212;1,22475
10102P103L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LE FLEURON;KLEME;6,220639;1,131934
10101P154L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LE SALUT;AGOENYIVE=HOUMBI;6,2206;1,21272
10101P254C;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPE BAPTISTE LA CONSOLATION;AMOUTIVE=KELEGOUGAN;6,220415;1,232345
10101P261L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL BEAU SOLEIL;AHONKPOE;6,220415;1,232345
10101P097L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL IDEALE;TOGBLEKOPE;6,220415;1,232345
10101P150L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LE PHENIX;AGOENYIVE=TOTSINYIVEME;6,220231667;1,200901667
10102P053L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL SAINTE GERMAINE (LA VOIE N°3);SANGUERAURBAIN;6,219997;1,13659
10101P060C;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPI FRANCO-ARABE DOHA;AGOENYIVE=DEMAKPOE;6,219503333;1,246538333
10101P066L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL ALBERT EINSTEIN;AGOENYIVE=KITIDJAN;6,219503333;1,246538333
10101P194L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL GALILEE;AMOUTIVE=KELEGOUGAN;6,219503333;1,246538333
10101P144L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LE GUIDE;DIKAME;6,219503333;1,246538333
10101P192L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL SENGHOR;AGOENYIVE=KITIDJAN;6,219503333;1,246538333
10101P053C;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPI CERSCO;TOGBLEKOPE;6,21943;1,216296667
10101P138L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LA VOLIERE;AGOENYIVE=HOUMBI;6,21943;1,216296667
CODE;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL ALIPUI LE GRAND ANNEXE 1;BOKPOKOR;6,219425;1,175703
